dataset,model,rank,sample_index,original_label,binary_label,lower,upper,boundary,absolute_boundary_gap,positive_region
wine_class_0_vs_rest,vqrs,4,31,0,1,0.0,0.47549991960438837,0.47549991960438837,0.47549991960438837,0.0
wine_class_0_vs_rest,vqrs,5,0,0,1,0.0,0.4752248743102599,0.4752248743102599,0.4752248743102599,0.0
wine_class_0_vs_rest,vqrs,6,14,0,1,0.0,0.4750475516992308,0.4750475516992308,0.4750475516992308,0.0
wine_class_0_vs_rest,vqrs,7,6,0,1,0.0,0.4747929341685518,0.4747929341685518,0.4747929341685518,0.0
wine_class_0_vs_rest,vqrs,8,52,0,1,0.0,0.4745573019300055,0.4745573019300055,0.4745573019300055,0.0
wine_class_0_vs_rest,vqrs,9,22,0,1,0.0,0.47444948902650347,0.47444948902650347,0.47444948902650347,0.0
wine_class_0_vs_rest,vqrs,10,5,0,1,0.0,0.4740994410763277,0.4740994410763277,0.4740994410763277,0.0
wine_class_0_vs_rest,owafrs,1,81,1,0,0.45672520786626547,0.8644373577419869,0.40771214987572146,0.40771214987572146,0.45672520786626547
wine_class_0_vs_rest,owafrs,2,65,1,0,0.4600908351276546,0.8658157209191482,0.4057248857914936,0.4057248857914936,0.4600908351276546
wine_class_0_vs_rest,owafrs,3,4,0,1,0.13168126308589742,0.5371953082310934,0.40551404514519596,0.40551404514519596,0.13168126308589742
wine_class_0_vs_rest,owafrs,4,32,0,1,0.1337710168761552,0.53896877745526,0.4051977605791047,0.4051977605791047,0.1337710168761552
wine_class_0_vs_rest,owafrs,5,34,0,1,0.1353534862972244,0.540086374046904,0.4047328877496795,0.4047328877496795,0.1353534862972244
wine_class_0_vs_rest,owafrs,6,36,0,1,0.13345213461898967,0.5380660370035673,0.4046139023845776,0.4046139023845776,0.13345213461898967
wine_class_0_vs_rest,owafrs,7,37,0,1,0.13411590346448507,0.5383778807496487,0.4042619772851636,0.4042619772851636,0.13411590346448507
wine_class_0_vs_rest,owafrs,8,38,0,1,0.134203777875268,0.5377138684997215,0.4035100906244535,0.4035100906244535,0.134203777875268
wine_class_0_vs_rest,owafrs,9,44,0,1,0.13646121236764336,0.5392826230470037,0.40282141067936034,0.40282141067936034,0.13646121236764336
wine_class_0_vs_rest,owafrs,10,48,0,1,0.1382076762052452,0.5405668710133421,0.40235919480809695,0.40235919480809695,0.1382076762052452
digits_3_vs_8,itfrs,1,86,3,0,0.03877885925984348,0.9841825532404906,0.9454036939806472,0.9454036939806472,0.03877885925984348
digits_3_vs_8,itfrs,2,189,8,1,0.03877885925984348,0.9825754689579004,0.9437966096980569,0.9437966096980569,0.03877885925984348
digits_3_vs_8,itfrs,3,185,8,1,0.03877885925984348,0.9825754689579004,0.9437966096980569,0.9437966096980569,0.03877885925984348
digits_3_vs_8,itfrs,4,268,3,0,0.0476552001048236,0.9878671723140003,0.9402119722091767,0.9402119722091767,0.0476552001048236
digits_3_vs_8,itfrs,5,88,3,0,0.046234340939801055,0.9841825532404906,0.9379482123006896,0.9379482123006896,0.046234340939801055
digits_3_vs_8,itfrs,6,89,3,0,0.03877885925984348,0.9763581711518942,0.9375793118920507,0.9375793118920507,0.03877885925984348
digits_3_vs_8,itfrs,7,95,3,0,0.03877885925984348,0.9763581711518942,0.9375793118920507,0.9375793118920507,0.03877885925984348
digits_3_vs_8,itfrs,8,273,3,0,0.0476552001048236,0.9836069275391278,0.9359517274343042,0.9359517274343042,0.0476552001048236
digits_3_vs_8,itfrs,9,141,3,0,0.0476552001048236,0.9836069275391278,0.9359517274343042,0.9359517274343042,0.0476552001048236
digits_3_vs_8,itfrs,10,283,3,0,0.0476552001048236,0.9825754689579004,0.9349202688530768,0.9349202688530768,0.0476552001048236
digits_3_vs_8,vqrs,1,297,8,1,0.20830718246680383,0.766645745973443,0.5583385635066392,0.5583385635066392,0.20830718246680383
digits_3_vs_8,vqrs,2,74,8,1,0.21083545540850138,0.7686683643268011,0.5578329089182997,0.5578329089182997,0.21083545540850138
digits_3_vs_8,vqrs,3,332,8,1,0.2136000456283152,0.7708800365026522,0.5572799908743371,0.5572799908743371,0.2136000456283152
digits_3_vs_8,vqrs,4,288,8,1,0.21417571449956194,0.7713405715996495,0.5571648571000876,0.5571648571000876,0.21417571449956194
digits_3_vs_8,vqrs,5,228,8,1,0.214254433786724,0.7714035470293792,0.5571491132426551,0.5571491132426551,0.214254433786724
digits_3_vs_8,vqrs,6,261,8,1,0.21488764044943848,0.7719101123595509,0.5570224719101124,0.5570224719101124,0.21488764044943848
digits_3_vs_8,vqrs,7,253,8,1,0.21488764044943848,0.7719101123595509,0.5570224719101124,0.5570224719101124,0.21488764044943848
digits_3_vs_8,vqrs,8,204,8,1,0.21491593518999194,0.7719327481519935,0.5570168129620016,0.5570168129620016,0.21491593518999194
digits_3_vs_8,vqrs,9,191,8,1,0.2149398071874077,0.7719518457499261,0.5570120385625185,0.5570120385625185,0.2149398071874077
digits_3_vs_8,vqrs,10,79,8,1,0.2152953723760158,0.7722362979008126,0.5569409255247968,0.5569409255247968,0.2152953723760158
digits_3_vs_8,owafrs,1,204,8,1,0.29781773431867786,0.6772685621029725,0.3794508277842946,0.3794508277842946,0.29781773431867786
digits_3_vs_8,owafrs,2,185,8,1,0.3000352335891734,0.6774776932517305,0.37744245966255713,0.37744245966255713,0.3000352335891734
digits_3_vs_8,owafrs,3,191,8,1,0.2987453705920855,0.6756202998436119,0.37687492925152644,0.37687492925152644,0.2987453705920855
digits_3_vs_8,owafrs,4,189,8,1,0.30145641541465423,0.6779377362545207,0.3764813208398665,0.3764813208398665,0.30145641541465423
digits_3_vs_8,owafrs,5,268,3,0,0.329007023337416,0.7027337841792425,0.37372676084182643,0.37372676084182643,0.329007023337416
digits_3_vs_8,owafrs,6,85,8,1,0.3034649679355784,0.6767456786669928,0.3732807107314144,0.3732807107314144,0.3034649679355784
digits_3_vs_8,owafrs,7,273,3,0,0.3350480596803425,0.7075554696555071,0.37250740997516457,0.37250740997516457,0.3350480596803425
digits_3_vs_8,owafrs,8,74,8,1,0.29835998299674765,0.6708433986392085,0.37248341564246085,0.37248341564246085,0.29835998299674765
digits_3_vs_8,owafrs,9,68,3,0,0.3384972117689719,0.7097448853026442,0.3712476735336724,0.3712476735336724,0.3384972117689719
digits_3_vs_8,owafrs,10,67,3,0,0.3401528043905276,0.7113316385311556,0.37117883414062797,0.37117883414062797,0.3401528043905276
